English,Japanese
SQUAT,"しゃがむ,うずくまる(crouch)《+『down』》 / 〈動物などが〉地に伏す,身をひそめる / (他人の土地に)無断で定住する / (所有権獲得の目的で政府の規制に従いながら)公有地に定住する / 《英話》座る(sit) / しゃがんだ / ずんぐりした / うずくまること;しゃがんだ姿勢"
SQUAW,(差別的表現で先住民・インディアン女性を表すが使用は避けるべき)
SQUIB,"小花火,かんしゃく玉 / (特に政党・政治家への)風刺文,あてこすり"
SQUID,ヤリイカ
STACK,"『干し草の山』,麦わらなどの山,いなむら / (一般に,物を積み上げた)『山』,(…の)積み重ね《+『of』+『名』》 / (図書館などの)書架,ラック;《複数形で》(特に,図書館などの)書庫 / 煙突 / 《しばしば複数形で》《話》多数,多量(の)《+『of』+『名』》 / 〈干し草・本・皿など〉を積み重ねる《+『up』+『名,』+『名』+『up』》 / (…を)〈ある場所〉に積み上げる《+『名』+『with』+『名』》 / 《米話》(…に対して)〈カード〉を不正な切り方をする《+『名』+『against』+『名』》 / 〈飛行機〉を空港上空で旋回待機させる / 山に積まれる,山になる / 〈飛行機が〉空港上空で旋回待機する"
STAFF,"『つえ』,棒,さお;旗ざお / (職能・権威などを示す)つえ,権標・指揮棒 / (…の)支え[となるもの],頼り[となるもの]《+『of』+『名』》 / 《集合的に》『職員』,社員,局員,スタッフ;幹部 / 《集合的に》幕僚 / (音譜などを記す)譜表,五線(stave) / 〈職場など〉に(…の)職員(部員など)を置く《+『名』+『with』+『名』》"
STAGE,"(劇場・ホールなどの)『舞台』・on stage 舞台上で・《無冠詞》・off stage 舞台の陰で 《無冠詞》:ステージ;演壇;《the~》演劇;俳優業,演劇(舞台)の仕事 / (事件・活動などの)『舞台』,場所 / (発達などの)『段階』,時期 / (駅馬車などの止まる)駅,宿場;休憩地;(旅行における休憩地間の)旅程,行程 / =stagecoach / (多段ロケットの)段 / 〈劇〉を『上演する』,〈試合など〉を公開する / (特に劇的に)…を実行する,やってのける"
STAGY,"舞台の,芝居の / 芝居がかった,大げさな"
STAID,"落ち着いた,着実な,まじめな"
STAIN,"(…で)…を『汚す』,にしみをつける《+『名』+『with』+『名』》 / 〈ガラス・木材・布など〉に『着色する』 / (…で)〈人格・名声など〉を汚す,に傷をつける《+『名』+『with』+『名』》 / 汚れる,しみがつく / 〈C〉〈U〉(…についた)『しみ』,汚れ《+『on』+『名』》 / 〈U〉〈C〉着色剤,染料 / 〈C〉(人格・名声などに対する)汚点,傷《+『on』(『upon』)+『名』》"
STAIR,〈C〉(階段の一つの)『段』 / 《複数形で》『階段』
STAKE,"(境界標・植物の支えなどの)『くい』 / 火刑用の柱;《the~》火刑,火あぶり / 《しばしば複数形で》(競馬・ゲーム・かけ事などの)かけ金,賞金;(賞金のかかった)レース,(特に)競馬 / (…に対する)(金銭的・感情的な)利害関係《+『in』+『名』(do『ing』)》 / 〈境界など〉を『くいで印をする』,くいで区画する《+『out』(『off』)+『名』,+『名』+『out』(『off』)》 / 〈動物など〉をくいにつなぐ;〈植物など〉をくい支える / (…に)〈金・名誉・命など〉をかける《+『名』+『on』+『名』》 / 《米》〈人〉に(…の)金を出してやる《+『名』+『to』+『名』》"
STALE,"(食物などが)『新鮮でない』,腐り始めた;(酒などが)気の抜けた;(空気などが)むっとする / 新鮮さを失った,古くさい,陳腐な / (過老・退屈などで)生気がない,頭のぼんやりした,(練習不足などで)調子をくずした / 古くさくなる,気が抜ける;陳腐になる"
STALK,"《しばしば複合語を作って》『茎』;葉柄 / 細長い支え / 《副詞[句]を伴って》『大手を振って歩く』,堂々と歩く / (場所に)〈疫病・災害などが〉広がる,はびこる《+『through』(『across』)+『名』》 / 〈敵・獲物など〉に『忍び寄る』,そっと近づく / (災害・疫病などが)〈場所〉に広まる / (敵・獲物などに)忍び寄ること / いばって歩くこと,闊歩(かっぽ)"
STALL,"(1頭を入れる)馬小屋(牛舎)の一仕切り / (部屋の中の)小仕切り / 《おもに英》《しばしば複合語を作って》売店,屋台商,露店;商品陳列台 / (教会の内陣または聖歌隊席にある)聖職者席 / 《通例複数形で》《英》(劇場・映画館の)1階前方の[特別]席 / (飛行機の)失速,(車の)失速,エンスト / (指を保護するゴム製などの)指サック / 《話》(時間かせぎの)口実,ごまかし,引き延ばし / (特に,太らせるために)〈家畜〉を小屋に入れる / 〈障害などが〉…を止める,妨げる / (積み過ぎなどのために)〈エンジン・車など〉を止める,にエンストを起こさせる / (特に,口実・ごまかしなどによって)〈人〉を待たせる,引き止める《+『off』+『名,』+『名』+『off』》 / 〈エンジン・車などが〉止まる;〈飛行機が〉失速する / (特に,口実・ごまかしなどによって)引き延ばす,ごまかす,確答(決定)を避ける"
STAMP,"〈地面・床など〉を『踏みつける』;〈足〉を踏み鳴らす;…を踏みにじる,踏みつぶす / …に『印』(『判』)『を押す』;(印などを)…に押す《+『名』+『with』+『名』〈印〉》;(…に)〈印など〉を押す《+『名』〈印〉+『on』+『名』》 / 《しばしば受動態で》(印象などを)〈心など〉に刻みつける《+『名』+『with』+『名』〈印象〉》;(心などに)〈印象など〉を刻みつける《+『名』〈印象〉+『on』(『in』)+『名』》 / …に切手(印紙)をはる / (…であると)〈事が〉〈人〉をはっきり示す《+『名』〈人〉+『as』+『名』(『形』)〈補〉》 / …を押しつぶす,粉砕する;…を粉々にして(…に)する《+『名』+『into』(『to』)+『名』》 / 踏みつける,足を踏み鳴らす;足を踏み鳴らして歩く / 〈C〉『切手』(postage stamp),[収入]印紙,証紙 / 〈C〉『判』,印章;押し型,抜き型 / 〈C〉(判・押し型などで押した)印,スタンプ,消し印,検印 / 〈U〉特質,特徴,印 / 〈U〉種類,型 / 〈C〉足踏み,踏みつけること,じだんだ"
STAND,"〈人・動物が〉『立つ』,立っている / (すわっていたのが)『立ち上がる』,起立する《+『up』》 / 〈物が〉(ある場所に)『立っている』,立てかけてある,置かれている / 《副詞[句]を伴って》『位置する』,ある(進行形にできない) / 〈人物が〉状態(関係)にある / 〈人が〉(…に)(賛成・反対の)態度をとる,主張をする《+『for』(『against』)+『名』》 / 《『stand』+『名』(『形』)〈補〉》〈身長・得点・温度・順位などが〉(…で)ある / 立ち止まる;〈車・機械などが〉停止している / 〈主張などが〉変わらないでいる,ぐらつかない;〈規則などが〉有効である(進行形にできない) / 〈水などが〉よどむ;〈涙・汗などが〉たまる / 《副詞[句]を伴って》(船が)針路をとる / …を『立てる』,立たせる,立てかける;…を置く,すえる / …に『立ち向かう』;…にひるまない;…を守り通す / 《通例否定文で》…に『耐える』,をがまんする(進行形にできない) / 〈検査など〉を受ける;〈運命など〉に従う / 《話》…をおごる / 〈任務など〉を務める / 『立つこと;立ち止まること』,停止 / 防御,抵抗 / 立場,(明確な)態度,意見 / 位置,場所 / 《しばしば複合語を作って》『台』,…立て,…掛け / 《米》=witness stand / 『屋台店』,売店 / (タクシー・バスなどの)駐車場・乗り場 / 《通例the stands》『観覧席』,さじき,スタンド / (同一の地域・種類・樹齢の)立ち木,樹木,草木,作物 / (巡業興行団の)巡業[先],巡回[地]"
STANK,stinkの過去
STAPH,=staphylococcus
STARE,"(…を)(目を大きく開いて)『じっと見つめる』,じろじろ見る,凝視する《+『at』(『into』)+『名』》 / 〈色などが〉目見つ / …を『じっと見つめる』,じろじろ見る,凝視する / 〈人〉をにらみつけて(…)させる《+『名』〈人〉+『into』(『to』)+『名』》 / 『じっと見つめること』,凝視"
STARK,"《名詞の前にのみ用いて》全くの,正真正銘の / (景色・場所などが)荒れた,ものさびしい / (気候が)きびしい / (顔・態度が)こわばった,堅い"
START,"(…から…に向かって)『出発する』《+『from』+『名』+『for』(『to』)+『名』》 / 〈事が〉『始まる』,発生する;(…で)始まる《+『with』+『名』》,(…から)生じる《+『from』+『名』》 / 〈人が〉『活動し始める』,〈機械などが〉動き始める;(…を)始める,(…に)着手する《+『in』(『on』)+『名』》 / 《しばしば副詞[句]を伴って》〈人が〉(…に驚いて)急に動く;《比喩(ひゆ)的に》ぎまりとする,ぎょっとする 《+『at』+『名』》 / 《しばしば副詞[句]を伴って》〈物が〉急に動く,飛び出る,噴出する / (試合の)先発メンバーになる / …を『始める』,開始する / 〈人〉に始めさせる / …を生じさせる,引き起こす / 〈機械など〉を『始動させる』 / …を使い始める / 〈獲物〉を狩り出す,飛び立たせる,先発メンバーしとて出す / 〈C〉『出発』,スタート;出発点 / 〈C〉(事業などの)『開始』,着手 / 〈C〉最初,初め,出だし / 〈C〉《a ~》はっと(びっくり)すること,びっくりして飛び上がること / 〈U〉《時にa ~》(…に対する)先発[権],優先[権];機先《+『on』(『over』)+『名』》"
STASH,"…を隠してしまっておく,取っておく《+『away』+『名』,+『名』+『away』》 / (秘密の)貯蔵物,蓄え"
STATE,"〈C〉(人・物事の)『状態』,ありさま,様子 / 〈C〉《a ~》《話》極度の緊張状態,異常な精神状態 / 〈U〉地位,階級,身分 / 〈C〉〈U〉《しばしばS-》『国家』,国,政府 / 〈C〉《時にS-》(アメリカ・オーストラリアなどの)『州』 / 《the States》《話》『米国』 / 〈U〉威厳;公式;堂々とした様子 / 国家の,国事に関する / 《しばしばS-》《米》州の,州立の / 公式の,儀式用の / …を『はっきり述べる』,公式に申し立てる / 〈当局が〉…を指定する,決める"
STAVE,"おけ板,たる板 / (はしごの)段,横木 / 詩句・節,連(stanza, verse) / (音譜を記入する)譜表,五線(staff) / …に穴をあける,を突き破る《+『名』+『in』,+『in』+『名』》 / 穴があく,突き破られる"
STEAD,"代わり;役だち,助け"
STEAK,"『ステーキ』,(特に)ビフテキ(beefsteak);(料理用の肉・魚の)厚い切り身"
STEAL,"(…から)〈物〉を『盗む』《+『名』〈物〉+『from』+『名』》 / (…から)…をこっそり取る,うまく手に入れる《+『名』+『from』+『名』》 / (野球で)〈塁〉を盗む,に盗塁する / 盗みをする / 《方向・場所を表す副詞[句]を伴って》こっそり動く / 〈U〉《米話》こっそりと盗むこと;〈C〉盗品 / 〈C〉《単数形で》《米話》格安品,掘り出し物 / 〈C〉(野球で)盗塁"
STEAM,"『蒸気』,湯気,水蒸気 / 蒸気の力 / 《話》力,精,力,元気 / …を蒸気にさらす,蒸す / 『[水]蒸気を出す』,湯気をたてる《+『away』》 / 《副詞[句]を伴って》蒸気で動く / 《話》怒る,いきまく"
STEED,(特に乗馬用の)馬
STEEL,"〈U〉『鋼鉄』,鋼(はがね)(炭素を含む鉄) / 〈U〉〈C〉『鋼鉄製品』;刀,剣;《文》武器 / 鋼鉄でできた / (色・堅そ・強さなどが)鋼のような / …に鋼鉄をかぶせる / (鋼鉄のように)〈心〉をかたくなにする,冷酷にする"
